Epoch,Train Loss,Val Loss
1,5.597664843,1.529891236
2,1.525423736,1.532082083
3,1.520329839,1.500098079
4,0.559624084,0.189087462
5,0.092138755,0.071447790
6,0.090660445,0.129157046
7,0.090957059,0.088901283
8,0.089546362,0.093842565
9,0.088150041,0.131230576
10,0.087883538,0.124207249
11,0.068498275,0.076031167
12,0.072040434,0.072977282
13,0.073006964,0.072809681
14,0.074055265,0.086296940
15,0.072346968,0.068807558
16,0.073127171,0.077783714
17,0.072138761,0.068489975
18,0.071722587,0.072898757
19,0.072298191,0.067629389
20,0.071825245,0.070534671
21,0.071716718,0.067125100
22,0.071616312,0.073554870
23,0.071671396,0.073349818
24,0.071991456,0.066377004
25,0.075588753,0.083043071
26,0.071717415,0.067988031
27,0.072504528,0.067579519
28,0.072576854,0.079606656
29,0.072936737,0.070945484
30,0.073261257,0.073896030
31,0.072238154,0.072848529
32,0.071254302,0.074111254
33,0.071010390,0.077463738
34,0.071391783,0.070729326
35,0.070086198,0.069044784
36,0.070273788,0.067840815
37,0.069577983,0.078444799
38,0.070302546,0.066389694
39,0.070224901,0.069814847
40,0.069670032,0.071563355
41,0.065075271,0.064891902
42,0.065262578,0.065137722
43,0.065352590,0.066048314
44,0.065377324,0.064801195
45,0.065393129,0.064531861
46,0.065304091,0.067860606
47,0.065206627,0.064824293
48,0.065091056,0.065293122
49,0.065103980,0.065389867
50,0.065319663,0.065643311
