Epoch,Train Loss,Val Loss
1,1.671287790,1.616987813
2,1.614907264,1.608885841
3,0.812332018,0.348604534
4,0.350461207,0.342480088
5,0.350793803,0.335925539
6,0.339696419,0.337278865
7,0.340461886,0.337196144
8,0.338515128,0.325585435
9,0.335992617,0.345536613
10,0.332799067,0.344287945
11,0.316738680,0.318613850
12,0.318809833,0.319991750
13,0.318691703,0.323293675
14,0.318616134,0.319994335
15,0.318382622,0.318548529
16,0.318407522,0.319551304
17,0.317747673,0.318771528
18,0.317906283,0.318121230
19,0.317898628,0.318675796
20,0.317498017,0.318737689
21,0.313337940,0.313832788
22,0.313834968,0.313770855
23,0.313854566,0.313279759
24,0.313828663,0.313087826
25,0.313900956,0.313066071
26,0.313761951,0.315063164
27,0.313618611,0.312860626
28,0.313684708,0.314547495
29,0.313745731,0.314854222
30,0.313553971,0.316049803
31,0.311968649,0.311826872
32,0.312096506,0.311640923
33,0.312121508,0.311933703
34,0.312145315,0.312700171
35,0.312051670,0.311753512
36,0.312100438,0.311660904
37,0.312067024,0.311344299
38,0.312035686,0.311756004
39,0.312015505,0.311391546
40,0.312012882,0.312526122
41,0.312036795,0.311302425
42,0.311986259,0.311595805
43,0.311975849,0.311670624
44,0.311929858,0.311434522
45,0.311958197,0.311027956
46,0.311182892,0.310875488
47,0.311221163,0.311257979
48,0.311235259,0.310813479
49,0.311229863,0.311229506
50,0.311233821,0.311241302
51,0.311205070,0.310904895
52,0.311200478,0.311056715
53,0.311197734,0.310944932
54,0.311174784,0.310874701
55,0.311204592,0.310740271
56,0.311176022,0.310634182
57,0.311170005,0.310765322
58,0.311166417,0.311437433
59,0.311174148,0.310788209
60,0.311152958,0.310672064
